BARCODE,ASSET DESCRIPTION,SERIAL NO,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,BUILDING,FLOOR NUMBER,ROOM NUMBER,VERIFICATION DATE,DUPLICATE BARCODE,ASSET CONDITION - 30 JUNE 2012,ASSET CONDITION - 30 JUNE 2013,RESPONSIBLE PERSON,LEASED,VIN NUMBER,START LAT,START LONG,STREET NAME
00713,BOOKCASE LIBRARY DOUBLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00714,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00715,BOOKCASE LIBRARY DOUBLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00716,TROLLEY BOOKS,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00717,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00718,MACHINE FACSIMILE/COPIER/PRINTER COMBO,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,LASERJET 3030,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00719,CABINET CARD INDEX,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00720,COUNTER WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00721,CABINET CARD INDEX,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00722,TABLE COFFEE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00723,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00724,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00725,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00726,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00727,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00728,FAN DESK,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00729,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,DESKJET 61200,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00730,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,POOR,,LIBRARY WARRENVALE,NO,,,,
00731,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00732,STAND COMPUTER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00733,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,105E,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00734,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,VERY GOOD,,VACANT,NO,,,,
00735,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
00736,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,454V STUDIO WORKS,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,FAIR,,VACANT,NO,,,,
00737,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,VERY GOOD,,VACANT,NO,,,,
00738,DESK WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,POOR,,VACANT,NO,,,,
00739,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,VERY GOOD,,VACANT,NO,,,,
00740,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,RECTRON,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,FAIR,,VACANT,NO,,,,
00741,CABINET OPTIPLAN 5 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,FAIR,,VACANT,NO,,,,
00742,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,FAIR,,VACANT,NO,,,,
00743,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,POOR,,VACANT,NO,,,,
00744,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,CRYSTAL VIEW 7VLR,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,FAIR,,VACANT,NO,,,,
00745,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,VERY GOOD,,VACANT,NO,,,,
00746,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1020,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,FAIR,,VACANT,NO,,,,
00747,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1020,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
00748,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,PARTNER,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,POOR,,VACANT,NO,,,,
00749,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,VERY GOOD,,VACANT,NO,,,,
00750,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00751,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00752,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00753,TABLE WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0038,,,FAIR,,PETER R,NO,,,,
00754,COMPUTER LAPTOP,,OTHER ASSETS,COMPUTER EQUIPMENT,2L6,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00755,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00756,CUPBOARD STATIONERY STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0038,,,FAIR,,PETER R,NO,,,,
00757,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,SANCO OFFICE,,,R0043,,,FAIR,,SANCO OFFICE,NO,,,,
00758,FAN DESK,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00759,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00760,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00761,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00762,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1010,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,GOOD,,MOTHUSIMANG S,NO,,,,
00763,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,VM5ENDA S17,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00764,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,E8500970,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0038,,,GOOD,,PETER R,NO,,,,
00765,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0038,,,FAIR,,PETER R,NO,,,,
00766,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00767,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00768,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,C D W OFFICE,,,R0042,,,FAIR,,C D W OFFICE,NO,,,,
00769,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,C D W OFFICE,,,R0042,,,FAIR,,C D W OFFICE,NO,,,,
00770,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00771,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00772,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00773,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00774,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00775,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00776,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,SCRAP,,COUNCIL CHAMBERS,NO,,,,
00777,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,SCRAP,,COUNCIL CHAMBERS,NO,,,,
00778,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00779,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00780,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00781,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00782,CHAIR HIGH BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00783,DESK WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,FAIR,,COUNCIL CHAMBERS,NO,,,,
00785,CHAIR WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00786,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,C D W OFFICE,,,R0042,,,SCRAP,,C D W OFFICE,NO,,,,
00787,CUPBOARD STATIONERY STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,C D W OFFICE,,,R0042,,,FAIR,,C D W OFFICE,NO,,,,
00788,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,C D W OFFICE,,,R0042,,,VERY GOOD,,C D W OFFICE,NO,,,,
00789,PUMP WATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,SANITATION STORE,,,R0123,,,GOOD,,SANITATION STORE,NO,,,,
00790,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,C D W OFFICE,,,R0042,,,SCRAP,,C D W OFFICE,NO,,,,
00791,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,C D W OFFICE,,,R0042,,,SCRAP,,C D W OFFICE,NO,,,,
00792,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,C D W OFFICE,,,R0042,,,SCRAP,,C D W OFFICE,NO,,,,
00793,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,SCRAP,,COUNCIL CHAMBERS,NO,,,,
00794,MACHINE DRAIN ROD FEEDER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,SANITATION STORE,,,R0123,,,GOOD,,SANITATION STORE,NO,,,,
00795,TRAILER CONTAINER WATER,,OTHER ASSETS,TRANSPORT ASSETS,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0111,,,FAIR,,TRAILOR WATER TANK,NO,,,,
00796,TRUCK MERCEDES BENZ,,OTHER ASSETS,TRANSPORT ASSETS,2528/AXOR,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0101,,,GOOD,,TRUCK MERCEDES BENZ,NO,,,,
00797,TRAILER TIPPER,BGV 070NC,OTHER ASSETS,TRANSPORT ASSETS,BGV 070NC,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0110,,,SCRAP,,TRAILOR,NO,,,,
00798,TRAILER TANKER,BGV 078NC,OTHER ASSETS,TRANSPORT ASSETS,BGV 078NC,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0108,,,FAIR,,TRAILOR WATER TANK,NO,,,,
00799,TRACTOR MASSEY FERGUSON,BVJ 237NC,OTHER ASSETS,MACHINERY AND EQUIPMENT,376,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0107,,,FAIR,,TRACTOR MASSEY FERGUSON,NO,,,,
00800,TRAILER,BKY 195NC,OTHER ASSETS,TRANSPORT ASSETS,BKY 195NC,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0109,,,FAIR,,TRAILOR REFUSE,NO,,,,
00801,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
00802,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
00803,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
00804,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,GOOD,,VACANT,NO,,,,
00805,TABLE TRAPEZOID,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,VERY GOOD,,VACANT,NO,,,,
00806,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0037,,,GOOD,,VACANT,NO,,,,
00807,CHAIR STEEL STACKABLE UPHOLSTERED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0036,,,VERY GOOD,,VACANT,NO,,,,
00808,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0040,,,FAIR,,OCKHUIS MS B,NO,,,,
00809,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00810,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,SANCO OFFICE,,,R0043,,,FAIR,,SANCO OFFICE,NO,,,,
00811,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,SANCO OFFICE,,,R0043,,,FAIR,,SANCO OFFICE,NO,,,,
00812,TABLE WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0038,,,FAIR,,PETER R,NO,,,,
00813,TABLE WOOD WITH STEEL LEGS,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,JAN KEMPDORP,LIBRARY,,,R0059,,,POOR,,LIBRARY JAN KEMPDORP,NO,,,,
00814,DESK DOUBLE PEDESTAL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0040,,,FAIR,,OCKHUIS MS B,NO,,,,
00815,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00816,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,POOR,,MOTHUSIMANG S,NO,,,,
00817,TABLE WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,COUNCIL CHAMBERS,,,R0041,,,SCRAP,,COUNCIL CHAMBERS,NO,,,,
00818,BOOKCASE OPEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0040,,,FAIR,,OCKHUIS MS B,NO,,,,
00819,CHAIR WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,VERY GOOD,,MOTHUSIMANG S,NO,,,,
00820,CHAIR WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,SANCO OFFICE,,,R0043,,,FAIR,,SANCO OFFICE,NO,,,,
00821,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00823,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0040,,,FAIR,,OCKHUIS MS B,NO,,,,
00824,CUPBOARD STATIONERY STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0040,,,FAIR,,OCKHUIS MS B,NO,,,,
00825,HEATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,35001,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0040,,,POOR,,OCKHUIS MS B,NO,,,,
00826,PUMP WATER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,5.0 EY20-3,,,,,,MAGARENG LOCAL MUNICIPALITY,IKHUSENG,SANITATION STORE,,,R0123,,,SCRAP,,SANITATION STORE,NO,,,,
00828,FRONT END LOADER,,OTHER ASSETS,MACHINERY AND EQUIPMENT,TURBO 4X4,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0115,,,FAIR,,FRONT END DIGGER,NO,,,,
00829,LDV ISUZU - KB 2200,BKY 193NC,OTHER ASSETS,TRANSPORT ASSETS,BKY 193NC,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,SCRAP,,WORKSHOP,NO,,,,
00830,LAWNMOWER TRACTOR ATTATCHED,,OTHER ASSETS,MACHINERY AND EQUIPMENT,RC82,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,VERY GOOD,,WORKSHOP,NO,,,,
